plant_name,unit_name,plant_unit_name,owner,parent_company,capacity_mw,status,start_year,retired_year,region,country_area,subnational_unit,latitude,longitude,technology,fuel_type,announced_year,construction_start,operating_year,mothballed_year,cancelled_year,wiki_url
,,,DTEK Dniproenergo JSC [100%],DTEK Energy BV [100.0%],300.0,mothballed,,,Europe,Ukraine,,47.543204,33.659513,,,,,,,,https://www.gem.wiki/Kryvorizka_power_station
,,,DTEK Dniproenergo JSC [100%],DTEK Energy BV [100.0%],282.0,operating,,,Europe,Ukraine,,47.543204,33.659513,,,,,,,,https://www.gem.wiki/Kryvorizka_power_station
,,,DTEK Dniproenergo JSC [100%],DTEK Energy BV [100.0%],282.0,retired,,,Europe,Ukraine,,47.543204,33.659513,,,,,,,,https://www.gem.wiki/Kryvorizka_power_station
,,,DTEK Dniproenergo JSC [100%],DTEK Energy BV [100.0%],282.0,mothballed,,,Europe,Ukraine,,47.543204,33.659513,,,,,,,,https://www.gem.wiki/Kryvorizka_power_station
,,,DTEK Kurahivska TPP LLC [100%],DTEK Energy BV [100.0%],200.0,mothballed,,,Europe,Ukraine,,47.994514,37.237077,,,,,,,,https://www.gem.wiki/Kurakhov_power_station
,,,DTEK Kurahivska TPP LLC [100%],DTEK Energy BV [100.0%],210.0,mothballed,,,Europe,Ukraine,,47.994514,37.237077,,,,,,,,https://www.gem.wiki/Kurakhov_power_station
,,,DTEK Kurahivska TPP LLC [100%],DTEK Energy BV [100.0%],222.0,mothballed,,,Europe,Ukraine,,47.994514,37.237077,,,,,,,,https://www.gem.wiki/Kurakhov_power_station
,,,DTEK Kurahivska TPP LLC [100%],DTEK Energy BV [100.0%],225.0,mothballed,,,Europe,Ukraine,,47.994514,37.237077,,,,,,,,https://www.gem.wiki/Kurakhov_power_station
,,,DTEK Westenergy JSC [100%],DTEK Energy BV [100.0%],300.0,mothballed,,,Europe,Ukraine,,48.705825,29.218668,,,,,,,,https://www.gem.wiki/Ladyzhyn_power_station
,,,Grid Company of Lugansk People's Republic [100%],Grid Company of Lugansk People's Republic [100.0%],210.0,operating,,,Europe,Ukraine,,48.749346,39.261917,,,,,,,,https://www.gem.wiki/Luganskaya_power_station
,,,Grid Company of Lugansk People's Republic [100%],Grid Company of Lugansk People's Republic [100.0%],200.0,mothballed,,,Europe,Ukraine,,48.749346,39.261917,,,,,,,,https://www.gem.wiki/Luganskaya_power_station
,,,Grid Company of Lugansk People's Republic [100%],Grid Company of Lugansk People's Republic [100.0%],200.0,retired,,,Europe,Ukraine,,48.749346,39.261917,,,,,,,,https://www.gem.wiki/Luganskaya_power_station
,,,Grid Company of Lugansk People's Republic [100%],Grid Company of Lugansk People's Republic [100.0%],200.0,operating,,,Europe,Ukraine,,48.749346,39.261917,,,,,,,,https://www.gem.wiki/Luganskaya_power_station
,,,Energy of Donbass [100%],Energy of Donbass [100.0%],100.0,mothballed,,,Europe,Ukraine,,48.479778,38.284834,,,,,,,,https://www.gem.wiki/Myronivskyi_power_station
,,,Energy of Donbass [100%],Energy of Donbass [100.0%],60.0,mothballed,,,Europe,Ukraine,,48.479778,38.284834,,,,,,,,https://www.gem.wiki/Myronivskyi_power_station
,,,Energy of Donbass [100%],Energy of Donbass [100.0%],115.0,mothballed,,,Europe,Ukraine,,48.479778,38.284834,,,,,,,,https://www.gem.wiki/Myronivskyi_power_station
,,,DTEK Dniproenergo JSC [100%],DTEK Energy BV [100.0%],330.0,cancelled,,,Europe,Ukraine,,48.405291,35.111749,,,,,,,,https://www.gem.wiki/Prydniprovska_power_station
,,,DTEK Dniproenergo JSC [100%],DTEK Energy BV [100.0%],150.0,mothballed,,,Europe,Ukraine,,48.405291,35.111749,,,,,,,,https://www.gem.wiki/Prydniprovska_power_station
,,,DTEK Dniproenergo JSC [100%],DTEK Energy BV [100.0%],310.0,mothballed,,,Europe,Ukraine,,48.405291,35.111749,,,,,,,,https://www.gem.wiki/Prydniprovska_power_station
,,,DTEK Dniproenergo JSC [100%],DTEK Energy BV [100.0%],300.0,retired,,,Europe,Ukraine,,48.405291,35.111749,,,,,,,,https://www.gem.wiki/Prydniprovska_power_station
,,,DTEK Dniproenergo JSC [100%],DTEK Energy BV [100.0%],285.0,retired,,,Europe,Ukraine,,48.405291,35.111749,,,,,,,,https://www.gem.wiki/Prydniprovska_power_station
,,,Donbasenergo JSC [100%],Donbasenergo JSC [100.0%],80.0,mothballed,,,Europe,Ukraine,,48.870681,37.765621,,,,,,,,https://www.gem.wiki/Slavyansk_power_station
,,,Donbasenergo JSC [100%],Donbasenergo JSC [100.0%],330.0,shelved,,,Europe,Ukraine,,48.872,37.76567,,,,,,,,https://www.gem.wiki/Slavyansk_power_station
,,,Donbasenergo JSC [100%],Donbasenergo JSC [100.0%],720.0,mothballed,,,Europe,Ukraine,,48.870681,37.765621,,,,,,,,https://www.gem.wiki/Slavyansk_power_station
,,,Energy of Donbass [100%],Energy of Donbass [100.0%],200.0,operating,,,Europe,Ukraine,,47.800786,38.005422,,,,,,,,https://www.gem.wiki/Starobesheve_power_station
,,,Energy of Donbass [100%],Energy of Donbass [100.0%],210.0,operating,,,Europe,Ukraine,,47.800786,38.005422,,,,,,,,https://www.gem.wiki/Starobesheve_power_station
,,,Energy of Donbass [100%],Energy of Donbass [100.0%],215.0,operating,,,Europe,Ukraine,,47.800786,38.005422,,,,,,,,https://www.gem.wiki/Starobesheve_power_station
,,,Energy of Donbass [100%],Energy of Donbass [100.0%],175.0,operating,,,Europe,Ukraine,,47.800786,38.005422,,,,,,,,https://www.gem.wiki/Starobesheve_power_station
,,,Centrenergo PJSC [100%],Centrenergo PJSC [100.0%],300.0,mothballed,,,Europe,Ukraine,,50.133377,30.74667,,,,,,,,https://www.gem.wiki/Trypilska_power_station
,,,Centrenergo PJSC [100%],Centrenergo PJSC [100.0%],325.0,mothballed,,,Europe,Ukraine,,50.133377,30.74667,,,,,,,,https://www.gem.wiki/Trypilska_power_station
,,,Energy of Donbass [100%],Energy of Donbass [100.0%],300.0,mothballed,,,Europe,Ukraine,,48.464745,38.20266,,,,,,,,https://www.gem.wiki/Vuglegirska_power_station
,,,Operating Company of Zaporizhia TPP LLC [100%],Rosatom [100.0%],325.0,mothballed,,,Europe,Ukraine,,47.507238,34.625478,,,,,,,,https://www.gem.wiki/Zaporizhia_power_station
,,,Operating Company of Zaporizhia TPP LLC [100%],Rosatom [100.0%],300.0,mothballed,,,Europe,Ukraine,,47.507238,34.625478,,,,,,,,https://www.gem.wiki/Zaporizhia_power_station
,,,Centrenergo PJSC [100%],Centrenergo PJSC [100.0%],185.0,mothballed,,,Europe,Ukraine,,49.586013,36.523875,,,,,,,,https://www.gem.wiki/Zmiivska_power_station
,,,Centrenergo PJSC [100%],Centrenergo PJSC [100.0%],275.0,mothballed,,,Europe,Ukraine,,49.586013,36.523875,,,,,,,,https://www.gem.wiki/Zmiivska_power_station
,,,Centrenergo PJSC [100%],Centrenergo PJSC [100.0%],285.0,mothballed,,,Europe,Ukraine,,49.586013,36.523875,,,,,,,,https://www.gem.wiki/Zmiivska_power_station
,,,Centrenergo PJSC [100%],Centrenergo PJSC [100.0%],325.0,mothballed,,,Europe,Ukraine,,49.586013,36.523875,,,,,,,,https://www.gem.wiki/Zmiivska_power_station
,,,Energy of Donbass [100%],Energy of Donbass [100.0%],325.0,operating,,,Europe,Ukraine,,48.034804,38.285213,,,,,,,,https://www.gem.wiki/Zuevskaya_power_station
,,,Energy of Donbass [100%],Energy of Donbass [100.0%],320.0,operating,,,Europe,Ukraine,,48.034804,38.285213,,,,,,,,https://www.gem.wiki/Zuevskaya_power_station
,,,MMC Corporation Bhd [100%],Seaport Terminal (Johore) Sdn Bhd [51.8%]; Amanahraya Trustees Bhd [19.1%],1000.0,cancelled,,,Asia,United Arab Emirates,,25.416667,55.5,,,,,,,,https://www.gem.wiki/Ajman_Coal_power_station
,,,Hassyan Energy Phase I PSC [100%],Dubai Electricity and Water Authority PJSC [51.0%]; ACWA Power Co [27.0%]; Harbin Electric Corp [8.9%]; The Silk Road Fund Co Ltd [7.4%]; Shareholders of overseas listed foreign shares [5.8%],600.0,retired,,,Asia,United Arab Emirates,,24.911516,54.915494,,,,,,,,https://www.gem.wiki/Hassyan_Clean-Coal_Power_Project
,,,Hassyan Energy Phase I PSC [100%],Dubai Electricity and Water Authority PJSC [51.0%]; ACWA Power Co [27.0%]; Harbin Electric Corp [8.9%]; The Silk Road Fund Co Ltd [7.4%]; Shareholders of overseas listed foreign shares [5.8%],600.0,cancelled,,,Asia,United Arab Emirates,,24.911516,54.915494,,,,,,,,https://www.gem.wiki/Hassyan_Clean-Coal_Power_Project
,,,Utico FZCO [100%],Ghantoot Group LLC,270.0,cancelled,,,Asia,United Arab Emirates,,25.836977,55.972595,,,,,,,,https://www.gem.wiki/RAK_power_station
,,,to be determined [100%],to be determined [100.0%],1800.0,cancelled,,,Asia,United Arab Emirates,,25.783333,55.95,,,,,,,,https://www.gem.wiki/Ras_al-Khaimah_power_station
,,,RWE Generation SE [100%],RWE AG [100.0%],575.0,retired,,,Europe,United Kingdom,,51.387312,3.404664,,,,,,,,https://www.gem.wiki/Aberthaw-B_power_station
,,,AES Corp [100%],AES Corp [100.0%],30.0,retired,,,Europe,United Kingdom,,54.61794,5.90616,,,,,,,,https://www.gem.wiki/Belfast_West_power_station
,,,AES Corp [100%],AES Corp [100.0%],60.0,retired,,,Europe,United Kingdom,,54.61794,5.90616,,,,,,,,https://www.gem.wiki/Belfast_West_power_station
,,,NPower Legacy Holdings [100%],E.ON SE,120.0,retired,,,Europe,United Kingdom,,55.141667,1.528611,,,,,,,,https://www.gem.wiki/Blyth_power_station
,,,NPower Legacy Holdings [100%],E.ON SE,330.0,retired,,,Europe,United Kingdom,,55.141667,1.528611,,,,,,,,https://www.gem.wiki/Blyth_power_station
,,,Summit Power Group [100%],Summit Power Group [100.0%],570.0,cancelled,,,Europe,United Kingdom,,56.012083,3.697175,,,,,,,,https://www.gem.wiki/Caledonia_Clean_Energy_Project
,,,ScottishPower Ltd [100%],Iberdrola SA [100.0%],1152.0,cancelled,,,Europe,United Kingdom,,55.967518,2.967042,,,,,,,,https://www.gem.wiki/Cockenzie_power_station
,,,ScottishPower Ltd [100%],Iberdrola SA [100.0%],326.0,retired,,,Europe,United Kingdom,,55.968323,2.972481,,,,,,,,https://www.gem.wiki/Cockenzie_power_station
,,,EDF Energy Ltd [100%],EDF Energy Holdings Ltd [100.0%],546.0,retired,,,Europe,United Kingdom,,53.304757,0.781646,,,,,,,,https://www.gem.wiki/Cottam_power_station
,,,RWE Generation SE [100%],RWE AG [100.0%],543.0,retired,,,Europe,United Kingdom,,51.622252,1.260853,,,,,,,,https://www.gem.wiki/Didcot_power_station
,,,Sargas [100%],Sargas [100.0%],900.0,cancelled,,,Europe,United Kingdom,,53.595816,1.019411,,,,,,,,https://www.gem.wiki/Don_Valley_Power_Project
,,,E.ON UK PLC [100%],E.ON SE [100.0%],350.0,retired,,,Europe,United Kingdom,,52.773737,1.657641,,,,,,,,https://www.gem.wiki/Drakelow_power_station
,,,E.ON UK PLC [100%],E.ON SE [100.0%],375.0,retired,,,Europe,United Kingdom,,52.773737,1.657641,,,,,,,,https://www.gem.wiki/Drakelow_power_station
,,,Drax Power Ltd [100%],Drax Group PLC [100.0%],701.0,retired,,,Europe,United Kingdom,,53.737196,0.999021,,,,,,,,https://www.gem.wiki/Drax_power_station
,,,Capture Power Ltd [100%],Alstom; Drax Group PLC,426.0,cancelled,,,Europe,United Kingdom,,53.735833,0.996389,,,,,,,,https://www.gem.wiki/Drax_power_station
,,,Energetický a průmyslový holding AS [100%],Energetický a průmyslový holding AS [100.0%],533.0,retired,,,Europe,United Kingdom,,53.711772,1.125259,,,,,,,,https://www.gem.wiki/Eggborough_power_station
,,,SSE PLC [100%],SSE PLC [100.0%],533.0,retired,,,Europe,United Kingdom,,53.715638,1.280574,,,,,,,,https://www.gem.wiki/Ferrybridge-C_power_station
,,,SSE PLC [100%],SSE PLC [100.0%],533.0,retired,,,Europe,United Kingdom,,53.372865,2.685797,,,,,,,,https://www.gem.wiki/Fiddler%27s_Ferry_power_station
,,,E.ON UK PLC [100%],E.ON SE [100.0%],200.0,retired,,,Europe,United Kingdom,,53.22902,0.792565,,,,,,,,https://www.gem.wiki/High_Marnham_power_station
,,,Ayreshire Power LP [100%],Peel L&P Holdings (Uk) Ltd,1600.0,cancelled,,,Europe,United Kingdom,,55.720194,4.89893,,,,,,,,https://www.gem.wiki/Hunterston_Power_Station
,,,E.ON SE [100%],E.ON SE [100.0%],543.0,retired,,,Europe,United Kingdom,,52.632529,2.512676,,,,,,,,https://www.gem.wiki/Ironbridge_power_station
,,,C.GEN [100%],C.GEN [100.0%],470.0,cancelled,,,Europe,United Kingdom,,53.657,0.255,,,,,,,,https://www.gem.wiki/Killingholme_Power_Station
,,,EP UK Investments Ltd [100%],Energetický a průmyslový holding AS [100.0%],283.0,retired,,,Europe,United Kingdom,,54.724522,5.767263,,,,,,,,https://www.gem.wiki/Kilroot_power_station
,,,ScottishPower Ltd [100%],Iberdrola SA [100.0%],120.0,retired,,,Europe,United Kingdom,,56.0735,3.7285,,,,,,,,https://www.gem.wiki/Kincardine_power_station
,,,ScottishPower Ltd [100%],Iberdrola SA [100.0%],200.0,retired,,,Europe,United Kingdom,,56.0735,3.7285,,,,,,,,https://www.gem.wiki/Kincardine_power_station
,,,E.ON UK PLC [100%],E.ON SE [100.0%],543.0,retired,,,Europe,United Kingdom,,51.416713,0.603039,,,,,,,,https://www.gem.wiki/Kingsnorth_power_station
,,,E.ON SE [100%],E.ON SE [100.0%],800.0,cancelled,,,Europe,United Kingdom,,51.416713,0.603039,,,,,,,,https://www.gem.wiki/Kingsnorth_power_station
,,,Iberdrola SA [100%],Iberdrola SA [100.0%],2400.0,cancelled,,,Europe,United Kingdom,,56.049465,3.682265,,,,,,,,https://www.gem.wiki/Longannet_power_station
,,,ScottishPower Ltd [100%],Iberdrola SA [100.0%],614.0,retired,,,Europe,United Kingdom,,56.048549,3.682552,,,,,,,,https://www.gem.wiki/Longannet_power_station
,,,Energetický a průmyslový holding AS [100%],Energetický a průmyslový holding AS [100.0%],152.0,retired,,,Europe,United Kingdom,,55.20475,1.520356,,,,,,,,https://www.gem.wiki/Lynemouth_power_station
,,,ScottishPower Ltd [100%],Iberdrola SA [100.0%],30.0,retired,,,Europe,United Kingdom,,56.190918,2.996732,,,,,,,,https://www.gem.wiki/Methil_power_station
,,,E.ON UK PLC [100%],E.ON SE [100.0%],543.0,operating,,,Europe,United Kingdom,,52.866945,1.256635,,,,,,,,https://www.gem.wiki/Ratcliffe_power_station
,,,Mitsui & Co Ltd; ENGIE SA,ENGIE SA; Mitsui & Co Ltd,547.0,retired,,,Europe,United Kingdom,,52.757445,1.919979,,,,,,,,https://www.gem.wiki/Rugeley_power_station
,,,Progessive Energy Ltd [100%],Progressive Energy Holdings Ltd,850.0,cancelled,,,Europe,United Kingdom,,54.579,1.161,,,,,,,,https://www.gem.wiki/Teesside_power_station
,,,npower Ltd [100%],E.ON SE [100.0%],326.0,retired,,,Europe,United Kingdom,,51.456521,0.388119,,,,,,,,https://www.gem.wiki/Tilbury_power_station
,,,SIMEC Uskmouth Power Ltd [100%],SIMEC Group,120.0,retired,,,Europe,United Kingdom,,51.548759,2.969559,,,,,,,,https://www.gem.wiki/Uskmouth_power_station
,,,EDF Energy Ltd [100%],EDF Energy Holdings Ltd [100.0%],547.0,retired,,,Europe,United Kingdom,,53.362719,0.811836,,,,,,,,https://www.gem.wiki/West_Burton_power_station
,,,Sembcorp Utilities UK Ltd [100%],Sembcorp Industries Ltd [100.0%],33.3,retired,,,Europe,United Kingdom,,54.5894,1.1185,,,,,,,,https://www.gem.wiki/Wilton_International_power_station
,,,Sembcorp Industries Ltd [100%],Sembcorp Industries Ltd [100.0%],33.3,retired,,,Europe,United Kingdom,,54.5894,1.1185,,,,,,,,https://www.gem.wiki/Wilton_International_power_station
,,,CenterPoint Energy Inc,CenterPoint Energy Inc,265.2,retired,,,Americas,United States,,37.910539,87.923058,,,,,,,,https://www.gem.wiki/A._B._Brown_power_station
,,,ACE Cogeneration Co [100%],ArcLight Capital Holdings LLC; DCO Energy LLC; Northern Star Generation LLC,116.0,retired,,,Americas,United States,,35.765543,117.378214,,,,,,,,https://www.gem.wiki/ACE_Cogeneration_Facility
,,,Greenidge Generation Holdings LLC [100%],Atlas Holdings LLC [100.0%],50.0,retired,,,Americas,United States,,42.679135,76.948604,,,,,,,,https://www.gem.wiki/AES_Greenidge_power_station
,,,Greenidge Generation Holdings LLC [100%],Atlas Holdings LLC [100.0%],115.0,retired,,,Americas,United States,,42.679135,76.948604,,,,,,,,https://www.gem.wiki/AES_Greenidge_power_station
,,,AES Hawaii LLC [100%],AES Corp [100.0%],203.0,retired,,,Americas,United States,,21.303111,158.10805,,,,,,,,https://www.gem.wiki/AES_Hawaii_Generation_Plant
,,,AES Hickling LLC [100%],AES Corp,37.5,retired,,,Americas,United States,,42.122556,76.982417,,,,,,,,https://www.gem.wiki/AES_Hickling_power_station
,,,AES Hickling LLC [100%],AES Corp,49.0,retired,,,Americas,United States,,42.122556,76.982417,,,,,,,,https://www.gem.wiki/AES_Hickling_power_station
,,,AES Jennison LLC [100%],AES Corp,37.5,retired,,,Americas,United States,,42.276861,75.479222,,,,,,,,https://www.gem.wiki/AES_Jennison_power_station
,,,AES Corp [100%],AES Corp [100.0%],255.0,operating,,,Americas,United States,,17.945558,66.14944,,,,,,,,https://www.gem.wiki/AES_Puerto_Rico_power_station
,,,AES Thames LLC [100%],AES Corp,213.9,retired,,,Americas,United States,,41.434694,72.097417,,,,,,,,https://www.gem.wiki/AES_Thames_Generation_Plant
,,,AES WR LP [100%],AES Corp [100.0%],229.0,operating,,,Americas,United States,,39.595591,78.745402,,,,,,,,https://www.gem.wiki/AES_Warrior_Run_Generation_Plant
,,,AES Westover LLC [100%],AES Corp,43.8,retired,,,Americas,United States,,42.1117,75.9747,,,,,,,,https://www.gem.wiki/AES_Westover_power_station
,,,AES Westover LLC [100%],AES Corp,75.0,retired,,,Americas,United States,,42.111389,75.974111,,,,,,,,https://www.gem.wiki/AES_Westover_power_station
,,,Monongahela Power Co [100%],FirstEnergy Corp [100.0%],69.0,retired,,,Americas,United States,,39.486694,79.637389,,,,,,,,https://www.gem.wiki/Albright_power_station
,,,Monongahela Power Co [100%],FirstEnergy Corp [100.0%],140.3,retired,,,Americas,United States,,39.486694,79.637389,,,,,,,,https://www.gem.wiki/Albright_power_station
,,,Tennessee Valley Authority [100%],Tennessee Valley Authority [100.0%],330.0,retired,,,Americas,United States,,35.074187,90.148745,,,,,,,,https://www.gem.wiki/Allen_Fossil_Plant
,,,Northern States Power Co [100%],Xcel Energy Inc [100.0%],598.4,operating,,,Americas,United States,,45.032414,92.778776,,,,,,,,https://www.gem.wiki/Allen_S._King_Generating_Plant
,,,Dairyland Power Cooperative [100%],Touchstone Energy Cooperative Inc [100.0%],54.4,retired,,,Americas,United States,,44.302335,91.912644,,,,,,,,https://www.gem.wiki/Alma_Station
,,,Dairyland Power Cooperative [100%],Touchstone Energy Cooperative Inc [100.0%],81.6,retired,,,Americas,United States,,44.302335,91.912644,,,,,,,,https://www.gem.wiki/Alma_Station
,,,Virginia Electric and Power Co [100%],Dominion Energy Inc [100.0%],71.0,retired,,,Americas,United States,,37.118481,79.273027,,,,,,,,https://www.gem.wiki/Altavista_Power_Station
,,,City of Ames - (IA) [100%],City of Ames - (IA) [100.0%],37.5,retired,,,Americas,United States,,42.025383,93.607897,,,,,,,,https://www.gem.wiki/Ames_Municipal_Power_Plant
,,,City of Ames - (IA) [100%],City of Ames - (IA) [100.0%],71.3,retired,,,Americas,United States,,42.025383,93.607897,,,,,,,,https://www.gem.wiki/Ames_Municipal_Power_Plant
,,,Appalachian Power Co [100%],American Electric Power Co Inc [100.0%],816.3,operating,,,Americas,United States,,38.473717,81.824919,,,,,,,,https://www.gem.wiki/Amos_Plant
,,,Appalachian Power Co [100%],American Electric Power Co Inc [100.0%],1300.0,operating,,,Americas,United States,,38.473717,81.824919,,,,,,,,https://www.gem.wiki/Amos_Plant
,,,Basin Electric Power Cooperative [100%],Basin Electric Power Cooperative [100.0%],434.9,operating,,,Americas,United States,,47.370558,101.835772,,,,,,,,https://www.gem.wiki/Antelope_Valley_Station
,,,Arizona Electric Power Cooperative Inc [100%],Arkansas Electric Cooperative Corp [100.0%],204.0,retired,,,Americas,United States,,32.061875,109.894686,,,,,,,,https://www.gem.wiki/Apache_Generating_Station
,,,Arizona Electric Power Cooperative Inc [100%],Arkansas Electric Cooperative Corp [100.0%],204.0,operating,,,Americas,United States,,32.061875,109.894686,,,,,,,,https://www.gem.wiki/Apache_Generating_Station
,,,Public Service Company of Colorado [100%],Xcel Energy Inc [100.0%],44.0,retired,,,Americas,United States,,39.670094,105.003278,,,,,,,,https://www.gem.wiki/Arapahoe_Station
,,,Public Service Company of Colorado [100%],Xcel Energy Inc [100.0%],40.0,retired,,,Americas,United States,,39.670094,105.003278,,,,,,,,https://www.gem.wiki/Arapahoe_Station
,,,Public Service Company of Colorado [100%],Xcel Energy Inc [100.0%],112.5,retired,,,Americas,United States,,39.670094,105.003278,,,,,,,,https://www.gem.wiki/Arapahoe_Station
,,,Archer-Daniels-Midland Co [100%],Archer-Daniels-Midland Co [100.0%],31.0,operating,,,Americas,United States,,41.924733,91.686397,,,,,,,,https://www.gem.wiki/Archer_Daniels_Midland_Cedar_Rapids_Power_Plant
,,,Archer-Daniels-Midland Co [100%],Archer-Daniels-Midland Co [100.0%],101.1,operating,,,Americas,United States,,41.924733,91.686397,,,,,,,,https://www.gem.wiki/Archer_Daniels_Midland_Cedar_Rapids_Power_Plant
,,,Archer-Daniels-Midland Co [100%],Archer-Daniels-Midland Co [100.0%],75.0,operating,,,Americas,United States,,41.820939,90.209494,,,,,,,,https://www.gem.wiki/Archer_Daniels_Midland_Clinton_Power_Plant
,,,Archer-Daniels-Midland Co [100%],Archer-Daniels-Midland Co [100.0%],105.0,operating,,,Americas,United States,,41.820939,90.209494,,,,,,,,https://www.gem.wiki/Archer_Daniels_Midland_Clinton_Power_Plant
,,,Archer-Daniels-Midland Co [100%],Archer-Daniels-Midland Co [100.0%],31.0,operating,,,Americas,United States,,39.870008,88.890964,,,,,,,,https://www.gem.wiki/Archer_Daniels_Midland_Decatur_Power_Plant
,,,Archer-Daniels-Midland Co [100%],Archer-Daniels-Midland Co [100.0%],75.0,operating,,,Americas,United States,,39.870008,88.890964,,,,,,,,https://www.gem.wiki/Archer_Daniels_Midland_Decatur_Power_Plant
,,,Archer-Daniels-Midland Co [100%],Archer-Daniels-Midland Co [100.0%],105.0,operating,,,Americas,United States,,39.870008,88.890964,,,,,,,,https://www.gem.wiki/Archer_Daniels_Midland_Decatur_Power_Plant
,,,Georgia Power Co [100%],Southern Co [100.0%],46.0,retired,,,Americas,United States,,32.925024,83.709956,,,,,,,,https://www.gem.wiki/Arkwright_power_station
,,,Georgia Power Co [100%],Southern Co [100.0%],40.3,retired,,,Americas,United States,,32.925024,83.709956,,,,,,,,https://www.gem.wiki/Arkwright_power_station
,,,Georgia Power Co [100%],Southern Co [100.0%],49.0,retired,,,Americas,United States,,32.925024,83.709956,,,,,,,,https://www.gem.wiki/Arkwright_power_station
,,,FirstEnergy Solutions Corp [100%],FirstEnergy Corp,163.2,retired,,,Americas,United States,,40.929425,79.467108,,,,,,,,https://www.gem.wiki/Armstrong_power_station
,,,Empire District Electric Company [100%],Algonquin Power & Utilities Corp,212.8,retired,,,Americas,United States,,37.361319,94.588667,,,,,,,,https://www.gem.wiki/Asbury_Generating_Station
,,,Duke Energy Progress LLC [100%],Duke Energy Corp [100.0%],206.6,retired,,,Americas,United States,,35.470592,82.543506,,,,,,,,https://www.gem.wiki/Asheville_Plant
,,,Duke Energy Progress LLC [100%],Duke Energy Corp [100.0%],207.0,retired,,,Americas,United States,,35.470592,82.543506,,,,,,,,https://www.gem.wiki/Asheville_Plant
,,,FirstEnergy Generation Corp [100%],FirstEnergy Corp,256.0,retired,,,Americas,United States,,41.909208,80.769817,,,,,,,,https://www.gem.wiki/Ashtabula_power_station
,,,FirstEnergy Generation Corp [100%],FirstEnergy Corp,46.0,retired,,,Americas,United States,,41.909208,80.769817,,,,,,,,https://www.gem.wiki/Ashtabula_power_station
,,,NRG Power Midwest LP [100%],NRG Power Generation Assets LLC [99.0%],86.0,retired,,,Americas,United States,,41.504475,82.054772,,,,,,,,https://www.gem.wiki/Avon_Lake_power_station
,,,NRG Power Midwest LP [100%],NRG Power Generation Assets LLC [99.0%],680.0,retired,,,Americas,United States,,41.504475,82.054772,,,,,,,,https://www.gem.wiki/Avon_Lake_power_station
,,,Northern Indiana Public Service Co LLC [100%],NiSource Inc [100.0%],190.0,retired,,,Americas,United States,,41.644011,87.123003,,,,,,,,https://www.gem.wiki/Bailly_Generating_Station
,,,Northern Indiana Public Service Co LLC [100%],NiSource Inc [100.0%],413.0,retired,,,Americas,United States,,41.644011,87.123003,,,,,,,,https://www.gem.wiki/Bailly_Generating_Station
,,,Dynegy Midwest Generation Inc [100%],Vistra Corp [100.0%],625.1,operating,,,Americas,United States,,38.204531,89.855978,,,,,,,,https://www.gem.wiki/Baldwin_Energy_Station
,,,Dynegy Midwest Generation Inc [100%],Vistra Corp [100.0%],634.5,operating,,,Americas,United States,,38.204531,89.855978,,,,,,,,https://www.gem.wiki/Baldwin_Energy_Station
,,,Dynegy Midwest Generation Inc [100%],Vistra Corp [100.0%],634.5,retired,,,Americas,United States,,38.204531,89.855978,,,,,,,,https://www.gem.wiki/Baldwin_Energy_Station
,,,Alabama Power Co [100%],Southern Co [100.0%],153.1,retired,,,Americas,United States,,31.006553,88.008753,,,,,,,,https://www.gem.wiki/Barry_Steam_Plant
,,,Alabama Power Co [100%],Southern Co [100.0%],272.0,retired,,,Americas,United States,,31.006553,88.008753,,,,,,,,https://www.gem.wiki/Barry_Steam_Plant
,,,Alabama Power Co [100%],Southern Co [100.0%],403.7,retired,,,Americas,United States,,31.006553,88.008753,,,,,,,,https://www.gem.wiki/Barry_Steam_Plant
,,,Alabama Power Co [100%],Southern Co [100.0%],788.8,operating,,,Americas,United States,,31.006553,88.008753,,,,,,,,https://www.gem.wiki/Barry_Steam_Plant
,,,Orca Acquisitions LLC [100%],WALLEYE POWER LLC [100.0%],140.6,retired,,,Americas,United States,,41.692528,83.437753,,,,,,,,https://www.gem.wiki/Bay_Shore_Plant
,,,Orca Acquisitions LLC [100%],WALLEYE POWER LLC [100.0%],217.6,retired,,,Americas,United States,,41.692528,83.437753,,,,,,,,https://www.gem.wiki/Bay_Shore_Plant
,,,Tampa Electric Co [100%],Emera Inc [100.0%],125.0,retired,,,Americas,United States,,27.9072,82.4231,,,,,,,,https://www.gem.wiki/Bayside_Gannon_power_station
,,,Tampa Electric Co [100%],Emera Inc [100.0%],179.5,retired,,,Americas,United States,,27.9072,82.4231,,,,,,,,https://www.gem.wiki/Bayside_Gannon_power_station
,,,Tampa Electric Co [100%],Emera Inc [100.0%],187.5,retired,,,Americas,United States,,27.9072,82.4231,,,,,,,,https://www.gem.wiki/Bayside_Gannon_power_station
,,,Tampa Electric Co [100%],Emera Inc [100.0%],239.4,retired,,,Americas,United States,,27.9072,82.4231,,,,,,,,https://www.gem.wiki/Bayside_Gannon_power_station
,,,Tampa Electric Co [100%],Emera Inc [100.0%],445.5,retired,,,Americas,United States,,27.9072,82.4231,,,,,,,,https://www.gem.wiki/Bayside_Gannon_power_station
,,,AES Corp [100%],AES Corp [100.0%],35.0,retired,,,Americas,United States,,40.6675,80.3463,,,,,,,,https://www.gem.wiki/Beaver_Valley_Generation_Plant
